number,street,unit,city,region,postcode,latitude,longitude,parcel_id,land_use_code,land_use_type,occupancy,owner_name,homestead,year_built,bedrooms,bathrooms,half_baths,rooms,air_conditioning,appraised_value,annual_tax,sale_price,sale_date,match_status
4115,ABBEY CT,,WHITEHALL,OH,43213,39.9731731,-82.8911521,090-001924,530,THREE_FAMILY,LIKELY_RENTAL,NACHTRAB JOHN G,,1953,3,3,0,9,1,101300.00,2761.04,0,05/09/2011,MATCHED
4121,ABBEY CT,,WHITEHALL,OH,43213,39.973148,-82.8909775,090-001923,520,TWO_FAMILY,LIKELY_RENTAL,NEW LIFE VILLAS CMM LLC,,1953,6,2,0,10,1,45000.00,1609.28,0,12/27/2013,MATCHED
4123,ABBEY CT,,WHITEHALL,OH,43213,39.9732257,-82.8908874,090-001923,520,TWO_FAMILY,LIKELY_RENTAL,NEW LIFE VILLAS CMM LLC,,1953,6,2,0,10,1,45000.00,1609.28,0,12/27/2013,MATCHED
4129,ABBEY CT,,WHITEHALL,OH,43213,39.9732031,-82.8907093,090-001922,520,TWO_FAMILY,LIKELY_RENTAL,NEW LIFE VILLAS CMM LLC,,1953,6,2,0,10,1,45000.00,1609.28,0,12/27/2013,MATCHED
4131,ABBEY CT,,WHITEHALL,OH,43213,39.9731439,-82.890655,090-001922,520,TWO_FAMILY,LIKELY_RENTAL,NEW LIFE VILLAS CMM LLC,,1953,6,2,0,10,1,45000.00,1609.28,0,12/27/2013,MATCHED
56,ALEXANDER LN,,COLUMBUS,OH,43213,39.9743505,-82.9066884,,,,,,,,,,,,,,,,,UNMATCHED
58,ALEXANDER LN,,COLUMBUS,OH,43213,39.9743452,-82.9066205,,,,,,,,,,,,,,,,,UNMATCHED
59,ALEXANDER LN,,COLUMBUS,OH,43213,39.9745672,-82.9067396,,,,,,,,,,,,,,,,,UNMATCHED
60,ALEXANDER LN,,COLUMBUS,OH,43213,39.97434,-82.9065598,,,,,,,,,,,,,,,,,UNMATCHED
61,ALEXANDER LN,,COLUMBUS,OH,43213,39.974565,-82.9066956,,,,,,,,,,,,,,,,,UNMATCHED
62,ALEXANDER LN,,COLUMBUS,OH,43213,39.9743429,-82.9065063,,,,,,,,,,,,,,,,,UNMATCHED
63,ALEXANDER LN,,COLUMBUS,OH,43213,39.9745631,-82.9066284,,,,,,,,,,,,,,,,,UNMATCHED
64,ALEXANDER LN,,COLUMBUS,OH,43213,39.9743403,-82.9064492,,,,,,,,,,,,,,,,,UNMATCHED
65,ALEXANDER LN,,COLUMBUS,OH,43213,39.9745623,-82.9065707,,,,,,,,,,,,,,,,,UNMATCHED
66,ALEXANDER LN,,COLUMBUS,OH,43213,39.9743351,-82.9063778,,,,,,,,,,,,,,,,,UNMATCHED
68,ALEXANDER LN,,COLUMBUS,OH,43213,39.9743298,-82.9063243,,,,,,,,,,,,,,,,,UNMATCHED
70,ALEXANDER LN,,COLUMBUS,OH,43213,39.9743272,-82.9062743,,,,,,,,,,,,,,,,,UNMATCHED
72,ALEXANDER LN,,COLUMBUS,OH,43213,39.9744094,-82.9063319,,,,,,,,,,,,,,,,,UNMATCHED
74,ALEXANDER LN,,COLUMBUS,OH,43213,39.9744588,-82.9063286,,,,,,,,,,,,,,,,,UNMATCHED
76,ALEXANDER LN,,COLUMBUS,OH,43213,39.974511,-82.9063218,,,,,,,,,,,,,,,,,UNMATCHED
78,ALEXANDER LN,,COLUMBUS,OH,43213,39.9745604,-82.9063185,,,,,,,,,,,,,,,,,UNMATCHED
80,ALEXANDER LN,,COLUMBUS,OH,43213,39.9746071,-82.9063152,,,,,,,,,,,,,,,,,UNMATCHED
82,ALEXANDER LN,,COLUMBUS,OH,43213,39.9746483,-82.9063119,,,,,,,,,,,,,,,,,UNMATCHED
84,ALEXANDER LN,,COLUMBUS,OH,43213,39.9747004,-82.9063086,,,,,,,,,,,,,,,,,UNMATCHED
86,ALEXANDER LN,,COLUMBUS,OH,43213,39.9747471,-82.9063018,,,,,,,,,,,,,,,,,UNMATCHED
88,ALEXANDER LN,,COLUMBUS,OH,43213,39.9747938,-82.9062985,,,,,,,,,,,,,,,,,UNMATCHED
90,ALEXANDER LN,,COLUMBUS,OH,43213,39.9748405,-82.9062952,,,,,,,,,,,,,,,,,UNMATCHED
92,ALEXANDER LN,,COLUMBUS,OH,43213,39.9748817,-82.9062883,,,,,,,,,,,,,,,,,UNMATCHED
94,ALEXANDER LN,,COLUMBUS,OH,43213,39.9749311,-82.906285,,,,,,,,,,,,,,,,,UNMATCHED
5723,ALFIE PL,,COLUMBUS,OH,43213,39.9583775,-82.8483093,010-173239,510,SINGLE_FAMILY,OWNER_OCCUPIED,SCHNEIDER ALFRED L TR,Y,1980,3,2,1,7,1,267600.00,3763.58,0,03/14/2006,MATCHED
5726,ALFIE PL,,COLUMBUS,OH,43213,39.9585141,-82.8475965,010-173213,510,SINGLE_FAMILY,LIKELY_OWNER,EDIN DIKA,,1981,3,3,0,6,1,543900.00,8543.7,625000,11/02/2023,MATCHED
5729,ALFIE PL,,COLUMBUS,OH,43213,39.9581524,-82.8482455,010-173238,510,SINGLE_FAMILY,LIKELY_OWNER,RIDLEY ARTHUR R SR,,1990,3,2,0,6,1,262500.00,4123.54,180000,03/08/2022,MATCHED
5734,ALFIE PL,,COLUMBUS,OH,43213,39.958363,-82.847635,010-173214,510,SINGLE_FAMILY,OWNER_OCCUPIED,MILBRY FREDD J,Y,1978,3,3,1,7,1,346700.00,4566.48,195000,11/14/2001,MATCHED
5735,ALFIE PL,,COLUMBUS,OH,43213,39.9579632,-82.8483077,010-173237,510,SINGLE_FAMILY,OWNER_OCCUPIED,FREE SARA,Y,1981,3,2,1,6,1,273200.00,3851.54,349900,10/28/2024,MATCHED
5741,ALFIE PL,,COLUMBUS,OH,43213,39.9577658,-82.8481989,010-173236,510,SINGLE_FAMILY,LIKELY_OWNER,STONE MICHAEL E,,1982,3,2,1,7,1,425900.00,6690.18,312000,08/17/2015,MATCHED
5742,ALFIE PL,,COLUMBUS,OH,43213,39.9581132,-82.8476409,010-173215,510,SINGLE_FAMILY,LIKELY_OWNER,HARRIS LIONEL P JR,,1979,4,3,0,8,1,296900.00,4663.88,0,11/14/2019,MATCHED
5747,ALFIE PL,,COLUMBUS,OH,43213,39.9577794,-82.8478565,010-173235,510,SINGLE_FAMILY,LIKELY_OWNER,RIOUX TIMOTHY L,,1978,3,2,1,6,1,207600.00,3260.92,0,10/26/2018,MATCHED
5750,ALFIE PL,,COLUMBUS,OH,43213,39.9584277,-82.8471252,010-173216,510,SINGLE_FAMILY,LIKELY_OWNER,ESCOBAR MAURICIO,,1979,3,2,1,7,1,301400.00,4734.32,195000,07/02/2002,MATCHED
5753,ALFIE PL,,COLUMBUS,OH,43213,39.9577826,-82.8475992,010-173234,510,SINGLE_FAMILY,LIKELY_OWNER,CHRISTIANSEN JONATHAN,,1980,4,2,1,8,1,265200.00,4166.16,174000,09/20/2017,MATCHED
5758,ALFIE PL,,COLUMBUS,OH,43213,39.9581838,-82.8469706,010-173217,510,SINGLE_FAMILY,LIKELY_OWNER,MCREE MARCUS W,,1980,4,2,1,8,1,356300.00,5596.9,0,09/21/2021,MATCHED
5759,ALFIE PL,,COLUMBUS,OH,43213,39.9577134,-82.8473247,010-173233,510,SINGLE_FAMILY,LIKELY_OWNER,LEE EVELYN A,,1978,4,2,1,7,1,331000.00,5199.3,0,03/21/2023,MATCHED
5766,ALFIE PL,,COLUMBUS,OH,43213,39.9579176,-82.8469336,010-173231,510,SINGLE_FAMILY,LIKELY_OWNER,CROOMES LATONGA L,,1980,4,2,1,8,1,283800.00,4457.86,0,12/02/2015,MATCHED
5767,ALFIE PL,,COLUMBUS,OH,43213,39.9576429,-82.8470071,010-173232,510,SINGLE_FAMILY,LIKELY_OWNER,CAMISCIONI JOHN R,,1978,3,2,1,6,1,269400.00,4231.66,169000,06/03/1997,MATCHED
6255,ALISSA LN,,COLUMBUS,OH,43213,39.9706278,-82.8366322,010-199727,510,SINGLE_FAMILY,LIKELY_OWNER,CORNUTE TAI ANDRE,,1999,4,2,2,8,1,356600.00,5601.4,0,05/07/2025,MATCHED
6262,ALISSA LN,,COLUMBUS,OH,43213,39.971108,-82.8365744,010-199714,510,SINGLE_FAMILY,UNKNOWN,PERKINS MELISSA E,,1986,4,2,1,9,1,331800.00,5211.84,230000,04/03/1998,MATCHED
6271,ALISSA LN,,COLUMBUS,OH,43213,39.9705932,-82.8362288,010-199726,510,SINGLE_FAMILY,LIKELY_OWNER,HARRIS STANLEY E,,1998,4,3,1,8,1,351500.00,5521.52,360000,03/11/2004,MATCHED
6276,ALISSA LN,,COLUMBUS,OH,43213,39.9711477,-82.8361675,010-199715,510,SINGLE_FAMILY,UNKNOWN,HIRSCH MICHAEL S,,1988,3,3,1,8,1,319000.00,5010.78,219000,05/24/1995,MATCHED
6283,ALISSA LN,,COLUMBUS,OH,43213,39.9705613,-82.8358862,010-199725,510,SINGLE_FAMILY,OWNER_OCCUPIED,HICKS CLAYTON N,Y,1994,3,2,2,7,1,335200.00,4825.44,220000,06/03/1996,MATCHED
6288,ALISSA LN,,COLUMBUS,OH,43213,39.97104,-82.8358209,010-199716,510,SINGLE_FAMILY,LIKELY_OWNER,WILLIAMS STACIA E TR (STACIA E WILLIAMS LIVING TRUST 2/21/2023),,1986,4,3,1,9,1,372600.00,5852.74,0,03/14/2023,MATCHED
6297,ALISSA LN,,COLUMBUS,OH,43213,39.9705513,-82.8355365,010-199724,510,SINGLE_FAMILY,LIKELY_RENTAL,WESTFALL CHRISTOPHER D,,1984,4,2,1,8,1,313900.00,4930.9,156450,08/16/2011,MATCHED
6300,ALISSA LN,,COLUMBUS,OH,43213,39.9710548,-82.8354642,010-199717,510,SINGLE_FAMILY,OWNER_OCCUPIED,CROCKETT STANFORD JR,Y,1987,4,3,1,9,1,340300.00,4905.78,0,11/29/2023,MATCHED
6309,ALISSA LN,,COLUMBUS,OH,43213,39.9705111,-82.8351795,010-199723,510,SINGLE_FAMILY,OWNER_OCCUPIED,JONES GLORIA W,Y,1987,3,4,0,5,1,366700.00,5320.46,219900,11/02/1994,MATCHED
6312,ALISSA LN,,COLUMBUS,OH,43213,39.9710283,-82.8351037,010-199718,510,SINGLE_FAMILY,LIKELY_OWNER,EDWARDS MARY VIRGINIA,,1989,4,2,1,8,1,315900.00,4962.32,275000,10/10/2019,MATCHED
6321,ALISSA LN,,COLUMBUS,OH,43213,39.9704104,-82.8348117,010-199722,510,SINGLE_FAMILY,OWNER_OCCUPIED,MCKNIGHT HARRY T,Y,1986,3,2,1,7,1,314300.00,4497.38,168000,05/04/1987,MATCHED
6324,ALISSA LN,,COLUMBUS,OH,43213,39.9711161,-82.8347437,010-199719,510,SINGLE_FAMILY,LIKELY_OWNER,CALLANDER LYNN A,,1989,3,3,1,7,1,374200.00,6002.12,0,06/23/2023,MATCHED
6335,ALISSA LN,,COLUMBUS,OH,43213,39.9705974,-82.8345297,010-199721,510,SINGLE_FAMILY,LIKELY_OWNER,WATKINS LAWRENCE B,,1997,3,2,0,8,1,378300.00,5942.48,52000,10/08/1996,MATCHED
6340,ALISSA LN,,COLUMBUS,OH,43213,39.9709467,-82.8344539,010-199720,510,SINGLE_FAMILY,LIKELY_RENTAL,HALL SCOTT L,,1986,3,2,1,7,1,305200.00,4794.02,315000,06/28/2016,MATCHED
4355,ALLEN DR,,WHITEHALL,OH,43213,39.9661781,-82.8837307,090-006016,510,SINGLE_FAMILY,LIKELY_RENTAL,SHERSHEVSKY GARY,,1955,3,1,0,5,1,146400.00,2293.72,97500,06/13/2019,MATCHED
4363,ALLEN DR,,WHITEHALL,OH,43213,39.966184,-82.8834895,090-006017,510,SINGLE_FAMILY,LIKELY_RENTAL,BUCKEYE REALTY PARTNERS LLC,,1955,3,1,0,6,1,185300.00,2835.38,100000,12/18/2024,MATCHED
4364,ALLEN DR,,WHITEHALL,OH,43213,39.9664965,-82.8835314,090-006012,510,SINGLE_FAMILY,LIKELY_OWNER,BELL DONALD L,,1957,3,1,0,5,1,160800.00,2460.3,0,04/21/2011,MATCHED
4372,ALLEN DR,,WHITEHALL,OH,43213,39.9664815,-82.8833364,090-006011,510,SINGLE_FAMILY,LIKELY_RENTAL,DEBEBE WALELEGNE,,1955,2,1,0,4,1,160200.00,2451.12,118900,09/17/2018,MATCHED
4379,ALLEN DR,,WHITEHALL,OH,43213,39.9661595,-82.8830996,090-006019,510,SINGLE_FAMILY,LIKELY_OWNER,HUGHES AMANDA,,1954,3,1,0,7,1,197900.00,3028.18,175000,04/07/2022,MATCHED
4380,ALLEN DR,,WHITEHALL,OH,43213,39.9665029,-82.8831318,090-006010,510,SINGLE_FAMILY,OWNER_OCCUPIED,PENNELL RUTH A,Y,1955,3,1,1,7,1,162600.00,2059.42,0,06/25/2009,MATCHED
4387,ALLEN DR,,WHITEHALL,OH,43213,39.9661604,-82.8828481,090-006020,510,SINGLE_FAMILY,LIKELY_RENTAL,VB ELEVEN LLC,,1948,3,1,0,5,1,172200.00,2697.94,3650000,11/18/2024,MATCHED
4388,ALLEN DR,,WHITEHALL,OH,43213,39.9664803,-82.8829069,090-006009,510,SINGLE_FAMILY,OWNER_OCCUPIED,PHILLIPS JEANETTE R,Y,1955,3,1,0,5,1,144000.00,1774.84,0,01/23/1974,MATCHED
4396,ALLEN DR,,WHITEHALL,OH,43213,39.9664863,-82.8827054,090-006008,510,SINGLE_FAMILY,LIKELY_OWNER,DOVE JEFFERSON A,,1955,3,1,0,5,1,163000.00,2493.98,54500,04/29/1988,MATCHED
4403,ALLEN DR,,WHITEHALL,OH,43213,39.9661306,-82.8824617,090-006022,510,SINGLE_FAMILY,LIKELY_RENTAL,GARCIA RODRIGUEZ CANDIDA ROSA,,1955,3,1,0,5,1,164300.00,2574.38,200000,03/13/2023,MATCHED
4404,ALLEN DR,,WHITEHALL,OH,43213,39.9664843,-82.8824873,090-006007,510,SINGLE_FAMILY,LIKELY_RENTAL,THOMAS JOHN A,,1954,3,1,0,6,1,161400.00,2528.72,0,06/19/2017,MATCHED
4411,ALLEN DR,,WHITEHALL,OH,43213,39.9661469,-82.882237,090-006023,510,SINGLE_FAMILY,LIKELY_OWNER,COOK JOSEPH,,1955,3,1,0,5,1,143500.00,2248.5,159500,07/29/2022,MATCHED
4412,ALLEN DR,,WHITEHALL,OH,43213,39.9664824,-82.8822826,090-006006,510,SINGLE_FAMILY,OWNER_OCCUPIED,CASE MICHAEL E TR,Y,1953,3,1,0,6,1,146400.00,1811.56,0,01/28/2011,MATCHED
4419,ALLEN DR,,WHITEHALL,OH,43213,39.9661295,-82.8820055,090-006024,510,SINGLE_FAMILY,LIKELY_OWNER,WELSH CHERYL ANN,,1955,3,1,0,5,1,133800.00,2047.2,111052,03/15/2021,MATCHED
4420,ALLEN DR,,WHITEHALL,OH,43213,39.9664574,-82.8820341,090-006005,510,SINGLE_FAMILY,LIKELY_RENTAL,NREA VB III LLC,,1954,3,1,0,6,1,145700.00,2282.96,0,04/19/2019,MATCHED
4427,ALLEN DR,,WHITEHALL,OH,43213,39.966107,-82.8818007,090-006025,510,SINGLE_FAMILY,LIKELY_RENTAL,ABDALLA JOHN,,1955,3,1,0,5,1,173900.00,2724.78,133000,12/22/2020,MATCHED
4428,ALLEN DR,,WHITEHALL,OH,43213,39.9664478,-82.8818159,090-006004,510,SINGLE_FAMILY,LIKELY_RENTAL,STANIN CAPITAL IV LLC,,1955,4,1,0,6,1,179100.00,2806.26,0,06/19/2013,MATCHED
4437,ALLEN DR,,WHITEHALL,OH,43213,39.9661183,-82.8814984,090-006026,510,SINGLE_FAMILY,LIKELY_OWNER,NORMA CORREA FRANCO,,1955,3,1,0,5,1,159200.00,2436.26,130000,01/15/2021,MATCHED
4438,ALLEN DR,,WHITEHALL,OH,43213,39.9664436,-82.8815474,090-006003,510,SINGLE_FAMILY,LIKELY_OWNER,SURBER REAGAN,,1954,2,1,0,5,1,162900.00,2492.66,150000,11/01/2022,MATCHED
3330,ANAWANDA AVE,,COLUMBUS,OH,43213,39.9749256,-82.9125827,010-091850,510,SINGLE_FAMILY,LIKELY_RENTAL,SARSOL LLC,,1952,2,1,1,5,1,100000.00,1603.98,16000,02/25/2010,MATCHED
3336,ANAWANDA AVE,,COLUMBUS,OH,43213,39.974918,-82.9124114,010-091851,510,SINGLE_FAMILY,LIKELY_OWNER,JACKSON DAPHNE J,,1952,2,1,0,5,1,179500.00,2819.8,51000,09/22/1998,MATCHED
3344,ANAWANDA AVE,,COLUMBUS,OH,43213,39.9749049,-82.9122293,010-091852,510,SINGLE_FAMILY,LIKELY_RENTAL,DAY KAREN K,,1952,3,1,1,5,1,188200.00,2956.2,105000,09/20/2018,MATCHED
3350,ANAWANDA AVE,,COLUMBUS,OH,43213,39.9748918,-82.9120544,010-091853,510,SINGLE_FAMILY,LIKELY_OWNER,PAULINO-CARRION EULALIA,,1954,3,1,1,6,1,207600.00,3261.4,114900,10/17/2018,MATCHED
3360,ANAWANDA AVE,,COLUMBUS,OH,43213,39.9748843,-82.9118438,010-094045,510,SINGLE_FAMILY,LIKELY_OWNER,HARRIS ROSIA E,,1954,3,1,0,7,1,204300.00,3209.34,0,06/09/2022,MATCHED
3366,ANAWANDA AVE,,COLUMBUS,OH,43213,39.9748769,-82.9116119,010-091855,510,SINGLE_FAMILY,LIKELY_OWNER,MILLER-HOLMES SONYA R,,1954,3,2,0,6,1,192000.00,3016.36,124000,12/10/2019,MATCHED
3374,ANAWANDA AVE,,COLUMBUS,OH,43213,39.9748694,-82.9113942,010-091857,510,SINGLE_FAMILY,OWNER_OCCUPIED,LEWIS EVELYN TR,Y,1954,3,2,0,6,1,202900.00,2747.52,0,09/10/1999,MATCHED
4006,ANTHONY CT N,,WHITEHALL,OH,43213,39.9584175,-82.8920678,,,,,,,,,,,,,,,,,UNMATCHED
4015,ANTHONY CT N,,WHITEHALL,OH,43213,39.9580619,-82.8918072,,,,,,,,,,,,,,,,,UNMATCHED
4016,ANTHONY CT N,,WHITEHALL,OH,43213,39.9584159,-82.8917891,,,,,,,,,,,,,,,,,UNMATCHED
4023,ANTHONY CT N,,WHITEHALL,OH,43213,39.9580575,-82.8915789,,,,,,,,,,,,,,,,,UNMATCHED
4024,ANTHONY CT N,,WHITEHALL,OH,43213,39.958414,-82.8915947,,,,,,,,,,,,,,,,,UNMATCHED
4031,ANTHONY CT N,,WHITEHALL,OH,43213,39.9580374,-82.8914245,,,,,,,,,,,,,,,,,UNMATCHED
4032,ANTHONY CT N,,WHITEHALL,OH,43213,39.9584197,-82.8914034,,,,,,,,,,,,,,,,,UNMATCHED
4036,ANTHONY CT N,,WHITEHALL,OH,43213,39.9584022,-82.891212,,,,,,,,,,,,,,,,,UNMATCHED
4039,ANTHONY CT N,,WHITEHALL,OH,43213,39.9579944,-82.8911625,,,,,,,,,,,,,,,,,UNMATCHED
4044,ANTHONY CT N,,WHITEHALL,OH,43213,39.9584185,-82.891007,,,,,,,,,,,,,,,,,UNMATCHED
4048,ANTHONY CT N,,WHITEHALL,OH,43213,39.9584785,-82.8907996,,,,,,,,,,,,,,,,,UNMATCHED
4052,ANTHONY CT N,,WHITEHALL,OH,43213,39.9583732,-82.8906344,,,,,,,,,,,,,,,,,UNMATCHED
4056,ANTHONY CT N,,WHITEHALL,OH,43213,39.9581773,-82.8905294,,,,,,,,,,,,,,,,,UNMATCHED
4060,ANTHONY CT N,,WHITEHALL,OH,43213,39.9580246,-82.890579,,,,,,,,,,,,,,,,,UNMATCHED
4064,ANTHONY CT N,,WHITEHALL,OH,43213,39.957872,-82.8906419,,,,,,,,,,,,,,,,,UNMATCHED
3999,ANTHONY CT S,,WHITEHALL,OH,43213,39.9571645,-82.8921816,,,,,,,,,,,,,,,,,UNMATCHED
4009,ANTHONY CT S,,WHITEHALL,OH,43213,39.957124,-82.8919094,,,,,,,,,,,,,,,,,UNMATCHED
4012,ANTHONY CT S,,WHITEHALL,OH,43213,39.9574936,-82.8918544,,,,,,,,,,,,,,,,,UNMATCHED
4017,ANTHONY CT S,,WHITEHALL,OH,43213,39.9571016,-82.8916912,,,,,,,,,,,,,,,,,UNMATCHED
4018,ANTHONY CT S,,WHITEHALL,OH,43213,39.9574839,-82.8916733,,,,,,,,,,,,,,,,,UNMATCHED
4023,ANTHONY CT S,,WHITEHALL,OH,43213,39.9571125,-82.8915031,,,,,,,,,,,,,,,,,UNMATCHED
4024,ANTHONY CT S,,WHITEHALL,OH,43213,39.9574716,-82.8914717,,,,,,,,,,,,,,,,,UNMATCHED
4029,ANTHONY CT S,,WHITEHALL,OH,43213,39.9570951,-82.8913322,,,,,,,,,,,,,,,,,UNMATCHED
4034,ANTHONY CT S,,WHITEHALL,OH,43213,39.9574493,-82.8912165,,,,,,,,,,,,,,,,,UNMATCHED
4038,ANTHONY CT S,,WHITEHALL,OH,43213,39.9576561,-82.8911405,,,,,,,,,,,,,,,,,UNMATCHED
4041,ANTHONY CT S,,WHITEHALL,OH,43213,39.9578238,-82.8911584,,,,,,,,,,,,,,,,,UNMATCHED
4043,ANTHONY CT S,,WHITEHALL,OH,43213,39.9570313,-82.891063,,,,,,,,,,,,,,,,,UNMATCHED
4045,ANTHONY CT S,,WHITEHALL,OH,43213,39.957084,-82.8907311,,,,,,,,,,,,,,,,,UNMATCHED
4049,ANTHONY CT S,,WHITEHALL,OH,43213,39.9572575,-82.8906349,,,,,,,,,,,,,,,,,UNMATCHED
4055,ANTHONY CT S,,WHITEHALL,OH,43213,39.9574226,-82.8906795,,,,,,,,,,,,,,,,,UNMATCHED
4059,ANTHONY CT S,,WHITEHALL,OH,43213,39.9575725,-82.8906402,,,,,,,,,,,,,,,,,UNMATCHED
4063,ANTHONY CT S,,WHITEHALL,OH,43213,39.9577145,-82.890641,,,,,,,,,,,,,,,,,UNMATCHED
836,ANTWERP RD,,WHITEHALL,OH,43213,39.9609235,-82.8617818,090-003481,510,SINGLE_FAMILY,LIKELY_OWNER,D & S REAL ESTATE INVESTMENT LTD,,1954,3,1,0,5,1,140000.00,2193.44,120000,08/24/2022,MATCHED
845,ANTWERP RD,,WHITEHALL,OH,43213,39.9608402,-82.8622554,090-003530,510,SINGLE_FAMILY,LIKELY_RENTAL,845 ANTWERP LLC,,1954,3,1,0,5,1,142100.00,2226.58,28000,09/06/2011,MATCHED
846,ANTWERP RD,,WHITEHALL,OH,43213,39.9607092,-82.8618008,090-003480,510,SINGLE_FAMILY,LIKELY_OWNER,TOWNS ROBIN L,,1954,3,1,0,5,1,125900.00,1926.54,51400,10/01/1997,MATCHED
854,ANTWERP RD,,WHITEHALL,OH,43213,39.960536,-82.86182,090-003479,510,SINGLE_FAMILY,LIKELY_RENTAL,WRIGHT NICHOLAS GILL TR,,1954,3,1,0,5,1,133700.00,2094.96,0,06/29/2021,MATCHED
862,ANTWERP RD,,WHITEHALL,OH,43213,39.9603631,-82.8618191,090-003478,510,SINGLE_FAMILY,LIKELY_RENTAL,GRIFFITH CHARLES R,,1954,3,1,0,5,1,144400.00,2262.38,0,04/10/2002,MATCHED
870,ANTWERP RD,,WHITEHALL,OH,43213,39.9601822,-82.8618346,090-003477,510,SINGLE_FAMILY,LIKELY_RENTAL,JOHNSON BRUCE A,,1954,3,1,0,5,1,139200.00,2180.92,0,05/02/2018,MATCHED
875,ANTWERP RD,,WHITEHALL,OH,43213,39.9600743,-82.8623112,090-003441,510,SINGLE_FAMILY,LIKELY_OWNER,EDMONDSON BRENT K,,1954,3,1,0,5,1,182000.00,2784.68,117400,08/05/2019,MATCHED
878,ANTWERP RD,,WHITEHALL,OH,43213,39.9599807,-82.8618505,090-003476,510,SINGLE_FAMILY,LIKELY_OWNER,GEBRESELASSIE BINIAM,,1954,3,1,0,4,1,156400.00,2392.98,0,04/18/2023,MATCHED
883,ANTWERP RD,,WHITEHALL,OH,43213,39.9598885,-82.8623205,090-003442,510,SINGLE_FAMILY,LIKELY_RENTAL,MILEN PROPERTY MANAGEMENT LLC,,1954,3,1,0,5,1,143500.00,2248.5,50000,05/26/2017,MATCHED
