number,street,city,county,state,postcode,latitude,longitude
9973,Central Ave,Delaware,Delaware,OH,43015,40.371005,-83.033835
6668,London Rd,Delaware,Delaware,OH,43015,40.312438,-82.998224
5699,Lake St,Delaware,Delaware,OH,43015,40.290761,-83.072515
584,Washington St,Delaware,Delaware,OH,43015,40.221456,-83.046778
9934,Sandusky St,Delaware,Delaware,OH,43015,40.255715,-83.059063
8557,London Rd,Delaware,Delaware,OH,43015,40.296091,-83.049812
1555,Winter St,Delaware,Delaware,OH,43015,40.331729,-83.039202
889,Lake St,Delaware,Delaware,OH,43015,40.295328,-83.091636
6428,Sandusky St,Delaware,Delaware,OH,43015,40.327967,-83.082749
3704,Lake St,Delaware,Delaware,OH,43015,40.25796,-82.994425
9695,London Rd,Delaware,Delaware,OH,43015,40.229292,-83.016932
384,Union St,Delaware,Delaware,OH,43015,40.33845,-83.122635
7530,Washington St,Delaware,Delaware,OH,43015,40.219981,-83.052231
988,Union St,Delaware,Delaware,OH,43015,40.233996,-82.993189
492,Lake St,Delaware,Delaware,OH,43015,40.289282,-83.081862
2119,Franklin St,Delaware,Delaware,OH,43015,40.256829,-83.051597
4133,Winter St,Delaware,Delaware,OH,43015,40.322006,-83.07332
2436,Central Ave,Delaware,Delaware,OH,43015,40.232283,-83.132024
2207,William St,Delaware,Delaware,OH,43015,40.325422,-83.058916
9743,Franklin St,Delaware,Delaware,OH,43015,40.248803,-83.106488
1773,Franklin St,Delaware,Delaware,OH,43015,40.277132,-83.027198
2565,Central Ave,Delaware,Delaware,OH,43015,40.323314,-82.999381
1820,Central Ave,Delaware,Delaware,OH,43015,40.234164,-83.085982
3703,Central Ave,Delaware,Delaware,OH,43015,40.221859,-83.091014
3474,Winter St,Delaware,Delaware,OH,43015,40.363049,-83.066784
7736,Franklin St,Delaware,Delaware,OH,43015,40.288768,-83.065525
1954,Union St,Delaware,Delaware,OH,43015,40.33466,-82.998042
641,William St,Delaware,Delaware,OH,43015,40.251908,-83.141143
464,Central Ave,Delaware,Delaware,OH,43015,40.375915,-83.057863
4369,Winter St,Delaware,Delaware,OH,43015,40.373168,-83.070243
5264,Union St,Delaware,Delaware,OH,43015,40.299559,-83.116949
6565,Central Ave,Delaware,Delaware,OH,43015,40.373506,-83.110085
6061,Sandusky St,Delaware,Delaware,OH,43015,40.281617,-83.04606
1090,Franklin St,Delaware,Delaware,OH,43015,40.330908,-83.118453
9228,Central Ave,Delaware,Delaware,OH,43015,40.284438,-83.075782
7485,London Rd,Delaware,Delaware,OH,43015,40.272173,-83.130838
992,Union St,Delaware,Delaware,OH,43015,40.358845,-83.059803
3634,Winter St,Delaware,Delaware,OH,43015,40.364429,-83.117953
9240,Central Ave,Delaware,Delaware,OH,43015,40.371958,-83.089331
557,Franklin St,Delaware,Delaware,OH,43015,40.25779,-83.046911
8590,Franklin St,Delaware,Delaware,OH,43015,40.229497,-83.076802
3640,Lake St,Delaware,Delaware,OH,43015,40.224433,-83.147171
9459,Central Ave,Delaware,Delaware,OH,43015,40.225501,-83.054797
2884,Union St,Delaware,Delaware,OH,43015,40.308282,-83.122143
8756,Sandusky St,Delaware,Delaware,OH,43015,40.259605,-83.077909
5662,Winter St,Delaware,Delaware,OH,43015,40.33024,-83.006636
1886,William St,Delaware,Delaware,OH,43015,40.376001,-83.052094
2481,Sandusky St,Delaware,Delaware,OH,43015,40.341592,-83.044429
439,William St,Delaware,Delaware,OH,43015,40.31415,-83.104329
6979,Lake St,Delaware,Delaware,OH,43015,40.249501,-83.118768
9046,Central Ave,Delaware,Delaware,OH,43015,40.289837,-82.990071
6376,Lake St,Delaware,Delaware,OH,43015,40.325017,-83.103134
3012,Union St,Delaware,Delaware,OH,43015,40.285982,-83.034968
3756,Union St,Delaware,Delaware,OH,43015,40.359282,-83.014044
4040,Union St,Delaware,Delaware,OH,43015,40.354213,-83.091481
9338,Franklin St,Delaware,Delaware,OH,43015,40.287787,-83.021696
6820,Washington St,Delaware,Delaware,OH,43015,40.241801,-83.020772
2457,Winter St,Delaware,Delaware,OH,43015,40.318396,-83.103019
7172,Washington St,Delaware,Delaware,OH,43015,40.298157,-83.020326
5814,Sandusky St,Delaware,Delaware,OH,43015,40.222567,-83.024734
4935,Washington St,Delaware,Delaware,OH,43015,40.305464,-83.120028
