number,street,city,county,state,postcode,latitude,longitude
9973,Central Ave,Delaware,Delaware,OH,43015,40.371005,-83.033835
6668,London Rd,Delaware,Delaware,OH,43015,40.312438,-82.998224
5699,Lake St,Delaware,Delaware,OH,43015,40.290761,-83.072515
584,Washington St,Delaware,Delaware,OH,43015,40.221456,-83.046778
9934,Sandusky St,Delaware,Delaware,OH,43015,40.255715,-83.059063
8557,London Rd,Delaware,Delaware,OH,43015,40.296091,-83.049812
1555,Winter St,Delaware,Delaware,OH,43015,40.331729,-83.039202
889,Lake St,Delaware,Delaware,OH,43015,40.295328,-83.091636
6428,Sandusky St,Delaware,Delaware,OH,43015,40.327967,-83.082749
3704,Lake St,Delaware,Delaware,OH,43015,40.25796,-82.994425
9695,London Rd,Delaware,Delaware,OH,43015,40.229292,-83.016932
384,Union St,Delaware,Delaware,OH,43015,40.33845,-83.122635
7530,Washington St,Delaware,Delaware,OH,43015,40.219981,-83.052231
988,Union St,Delaware,Delaware,OH,43015,40.233996,-82.993189
492,Lake St,Delaware,Delaware,OH,43015,40.289282,-83.081862
2119,Franklin St,Delaware,Delaware,OH,43015,40.256829,-83.051597
4133,Winter St,Delaware,Delaware,OH,43015,40.322006,-83.07332
2436,Central Ave,Delaware,Delaware,OH,43015,40.232283,-83.132024
2207,William St,Delaware,Delaware,OH,43015,40.325422,-83.058916
9743,Franklin St,Delaware,Delaware,OH,43015,40.248803,-83.106488
1773,Franklin St,Delaware,Delaware,OH,43015,40.277132,-83.027198
2565,Central Ave,Delaware,Delaware,OH,43015,40.323314,-82.999381
1820,Central Ave,Delaware,Delaware,OH,43015,40.234164,-83.085982
3703,Central Ave,Delaware,Delaware,OH,43015,40.221859,-83.091014
3474,Winter St,Delaware,Delaware,OH,43015,40.363049,-83.066784
7736,Franklin St,Delaware,Delaware,OH,43015,40.288768,-83.065525
1954,Union St,Delaware,Delaware,OH,43015,40.33466,-82.998042
641,William St,Delaware,Delaware,OH,43015,40.251908,-83.141143
464,Central Ave,Delaware,Delaware,OH,43015,40.375915,-83.057863
4369,Winter St,Delaware,Delaware,OH,43015,40.373168,-83.070243
5264,Union St,Delaware,Delaware,OH,43015,40.299559,-83.116949
6565,Central Ave,Delaware,Delaware,OH,43015,40.373506,-83.110085
6061,Sandusky St,Delaware,Delaware,OH,43015,40.281617,-83.04606
1090,Franklin St,Delaware,Delaware,OH,43015,40.330908,-83.118453
9228,Central Ave,Delaware,Delaware,OH,43015,40.284438,-83.075782
7485,London Rd,Delaware,Delaware,OH,43015,40.272173,-83.130838
992,Union St,Delaware,Delaware,OH,43015,40.358845,-83.059803
3634,Winter St,Delaware,Delaware,OH,43015,40.364429,-83.117953
9240,Central Ave,Delaware,Delaware,OH,43015,40.371958,-83.089331
557,Franklin St,Delaware,Delaware,OH,43015,40.25779,-83.046911
8590,Franklin St,Delaware,Delaware,OH,43015,40.229497,-83.076802
3640,Lake St,Delaware,Delaware,OH,43015,40.224433,-83.147171
9459,Central Ave,Delaware,Delaware,OH,43015,40.225501,-83.054797
2884,Union St,Delaware,Delaware,OH,43015,40.308282,-83.122143
8756,Sandusky St,Delaware,Delaware,OH,43015,40.259605,-83.077909
5662,Winter St,Delaware,Delaware,OH,43015,40.33024,-83.006636
1886,William St,Delaware,Delaware,OH,43015,40.376001,-83.052094
2481,Sandusky St,Delaware,Delaware,OH,43015,40.341592,-83.044429
439,William St,Delaware,Delaware,OH,43015,40.31415,-83.104329
6979,Lake St,Delaware,Delaware,OH,43015,40.249501,-83.118768
9046,Central Ave,Delaware,Delaware,OH,43015,40.289837,-82.990071
6376,Lake St,Delaware,Delaware,OH,43015,40.325017,-83.103134
3012,Union St,Delaware,Delaware,OH,43015,40.285982,-83.034968
3756,Union St,Delaware,Delaware,OH,43015,40.359282,-83.014044
4040,Union St,Delaware,Delaware,OH,43015,40.354213,-83.091481
9338,Franklin St,Delaware,Delaware,OH,43015,40.287787,-83.021696
6820,Washington St,Delaware,Delaware,OH,43015,40.241801,-83.020772
2457,Winter St,Delaware,Delaware,OH,43015,40.318396,-83.103019
7172,Washington St,Delaware,Delaware,OH,43015,40.298157,-83.020326
5814,Sandusky St,Delaware,Delaware,OH,43015,40.222567,-83.024734
4935,Washington St,Delaware,Delaware,OH,43015,40.305464,-83.120028
7478,Liberty St,Powell,Delaware,OH,43065,40.107599,-83.031928
8156,Sawmill Pkwy,Powell,Delaware,OH,43065,40.10082,-83.086907
9758,Liberty St,Powell,Delaware,OH,43065,40.101192,-83.142023
8041,Sawmill Pkwy,Powell,Delaware,OH,43065,40.199519,-83.124709
6564,Liberty St,Powell,Delaware,OH,43065,40.103155,-83.042974
1994,Olentangy St,Powell,Delaware,OH,43065,40.17997,-83.029341
7444,Village Way,Powell,Delaware,OH,43065,40.10212,-83.132928
7516,Liberty St,Powell,Delaware,OH,43065,40.213927,-83.000531
2716,Sawmill Pkwy,Powell,Delaware,OH,43065,40.116392,-83.106942
116,Sawmill Pkwy,Powell,Delaware,OH,43065,40.1056,-83.02081
9796,Village Way,Powell,Delaware,OH,43065,40.134926,-83.104386
2940,Village Way,Powell,Delaware,OH,43065,40.093673,-83.077292
6586,Sawmill Pkwy,Powell,Delaware,OH,43065,40.231893,-83.154076
9614,Village Way,Powell,Delaware,OH,43065,40.10198,-83.144105
7879,Liberty St,Powell,Delaware,OH,43065,40.235459,-83.071124
3416,Olentangy St,Powell,Delaware,OH,43065,40.097251,-83.109665
6374,Olentangy St,Powell,Delaware,OH,43065,40.168973,-83.116929
5694,Village Way,Powell,Delaware,OH,43065,40.104105,-83.022986
4933,Sawmill Pkwy,Powell,Delaware,OH,43065,40.18585,-83.011079
5926,Village Way,Powell,Delaware,OH,43065,40.181471,-83.13996
5572,Village Way,Powell,Delaware,OH,43065,40.223066,-83.131841
977,Sawmill Pkwy,Powell,Delaware,OH,43065,40.119248,-83.13506
4627,Liberty St,Powell,Delaware,OH,43065,40.103538,-83.096816
7255,Sawmill Pkwy,Powell,Delaware,OH,43065,40.197243,-83.006596
972,Village Way,Powell,Delaware,OH,43065,40.105005,-83.110867
4340,Olentangy St,Powell,Delaware,OH,43065,40.225825,-83.092682
1608,Village Way,Powell,Delaware,OH,43065,40.134101,-83.068931
3380,Olentangy St,Powell,Delaware,OH,43065,40.078935,-83.003769
2850,Olentangy St,Powell,Delaware,OH,43065,40.095249,-83.044563
2272,Liberty St,Powell,Delaware,OH,43065,40.161479,-83.003645
1683,Village Way,Powell,Delaware,OH,43065,40.183233,-83.064046
4338,Sawmill Pkwy,Powell,Delaware,OH,43065,40.159338,-83.016378
3656,Olentangy St,Powell,Delaware,OH,43065,40.099529,-83.081839
4248,Liberty St,Powell,Delaware,OH,43065,40.17672,-83.096653
7396,Sawmill Pkwy,Powell,Delaware,OH,43065,40.125327,-83.067585
9916,Sawmill Pkwy,Powell,Delaware,OH,43065,40.203153,-83.143113
1781,Village Way,Powell,Delaware,OH,43065,40.208985,-83.018301
3450,Sawmill Pkwy,Powell,Delaware,OH,43065,40.135771,-83.104508
2948,Liberty St,Powell,Delaware,OH,43065,40.091376,-83.072278
5562,Olentangy St,Powell,Delaware,OH,43065,40.103662,-82.997813
352,Liberty St,Powell,Delaware,OH,43065,40.216314,-83.106817
152,Olentangy St,Powell,Delaware,OH,43065,40.18993,-83.07123
2546,Olentangy St,Powell,Delaware,OH,43065,40.227743,-83.14485
7793,Village Way,Powell,Delaware,OH,43065,40.126158,-83.106286
7248,Liberty St,Powell,Delaware,OH,43065,40.172858,-83.121635
1234,Liberty St,Powell,Delaware,OH,43065,40.120229,-82.997793
9526,Liberty St,Powell,Delaware,OH,43065,40.212659,-83.124303
3042,Olentangy St,Powell,Delaware,OH,43065,40.100916,-83.13924
8173,Liberty St,Powell,Delaware,OH,43065,40.171668,-83.155006
540,Sawmill Pkwy,Powell,Delaware,OH,43065,40.209896,-83.064628
8411,Sawmill Pkwy,Powell,Delaware,OH,43065,40.124315,-83.077181
5857,Sawmill Pkwy,Powell,Delaware,OH,43065,40.148545,-83.127355
6449,Liberty St,Powell,Delaware,OH,43065,40.221285,-83.008841
7543,Liberty St,Powell,Delaware,OH,43065,40.180649,-83.069593
787,Sawmill Pkwy,Powell,Delaware,OH,43065,40.111859,-83.126514
3252,Liberty St,Powell,Delaware,OH,43065,40.185298,-83.134358
4049,Village Way,Powell,Delaware,OH,43065,40.183523,-83.12038
9326,Village Way,Powell,Delaware,OH,43065,40.098631,-83.023834
9049,Sawmill Pkwy,Powell,Delaware,OH,43065,40.206147,-83.10601
3619,Liberty St,Powell,Delaware,OH,43065,40.215199,-83.116478
7981,Liberty St,Powell,Delaware,OH,43065,40.152786,-83.080004
3113,Sawmill Pkwy,Powell,Delaware,OH,43065,40.236922,-83.08405
1726,Olentangy St,Powell,Delaware,OH,43065,40.150291,-83.002026
7340,Liberty St,Powell,Delaware,OH,43065,40.085742,-83.150532
3022,Village Way,Powell,Delaware,OH,43065,40.096623,-83.145851
6662,Village Way,Powell,Delaware,OH,43065,40.101355,-83.085004
8689,Sawmill Pkwy,Powell,Delaware,OH,43065,40.228149,-83.010321
3627,Sawmill Pkwy,Powell,Delaware,OH,43065,40.190306,-83.09963
7169,Liberty St,Powell,Delaware,OH,43065,40.208409,-83.027162
6989,Village Way,Powell,Delaware,OH,43065,40.124567,-83.064092
2637,Olentangy St,Powell,Delaware,OH,43065,40.175892,-83.065078
2577,Sawmill Pkwy,Powell,Delaware,OH,43065,40.11279,-83.117682
5369,Liberty St,Powell,Delaware,OH,43065,40.192219,-83.131849
9548,Olentangy St,Powell,Delaware,OH,43065,40.143117,-83.125481
782,Olentangy St,Powell,Delaware,OH,43065,40.12519,-83.030725
495,Olentangy St,Powell,Delaware,OH,43065,40.166724,-83.108794
4400,Olentangy St,Powell,Delaware,OH,43065,40.164932,-83.04748
7825,Olentangy St,Powell,Delaware,OH,43065,40.105513,-83.112154
4581,Sawmill Pkwy,Powell,Delaware,OH,43065,40.081209,-83.0417
4650,Village Way,Powell,Delaware,OH,43065,40.225009,-83.027983
7028,Sawmill Pkwy,Powell,Delaware,OH,43065,40.092909,-83.072176
7513,Village Way,Powell,Delaware,OH,43065,40.210878,-83.008188
8812,Olentangy St,Powell,Delaware,OH,43065,40.188435,-83.107413
7429,Village Way,Powell,Delaware,OH,43065,40.111848,-83.043591
8451,Liberty St,Powell,Delaware,OH,43065,40.117801,-82.998471
4866,Village Way,Powell,Delaware,OH,43065,40.078632,-83.041612
3539,Olentangy St,Powell,Delaware,OH,43065,40.115911,-83.109724
5927,Sawmill Pkwy,Powell,Delaware,OH,43065,40.212843,-83.1082
6878,Village Way,Powell,Delaware,OH,43065,40.17824,-83.149851
8279,Olentangy St,Powell,Delaware,OH,43065,40.138529,-83.102907
845,Liberty St,Powell,Delaware,OH,43065,40.099207,-83.099162
2013,Sawmill Pkwy,Powell,Delaware,OH,43065,40.114329,-83.005356
3685,Olentangy St,Powell,Delaware,OH,43065,40.18678,-83.042771
2239,Sawmill Pkwy,Powell,Delaware,OH,43065,40.121979,-83.151768
6320,Sawmill Pkwy,Powell,Delaware,OH,43065,40.166186,-83.018551
1909,Olentangy St,Powell,Delaware,OH,43065,40.133895,-82.995682
3554,Olentangy St,Powell,Delaware,OH,43065,40.103383,-83.041853
1589,Village Way,Powell,Delaware,OH,43065,40.17965,-83.092571
6058,Village Way,Powell,Delaware,OH,43065,40.082027,-83.001432
7479,Liberty St,Powell,Delaware,OH,43065,40.169723,-83.028359
9587,Village Way,Powell,Delaware,OH,43065,40.218026,-83.076922
9650,Sawmill Pkwy,Powell,Delaware,OH,43065,40.089127,-83.11158
6063,Village Way,Powell,Delaware,OH,43065,40.113875,-83.013286
4984,Village Way,Powell,Delaware,OH,43065,40.097287,-83.013981
7768,Olentangy St,Powell,Delaware,OH,43065,40.118878,-83.011697
240,Liberty St,Powell,Delaware,OH,43065,40.115295,-83.011799
7629,Olentangy St,Powell,Delaware,OH,43065,40.129766,-83.135912
5199,Liberty St,Powell,Delaware,OH,43065,40.213503,-83.148771
7012,Sawmill Pkwy,Powell,Delaware,OH,43065,40.23753,-83.061597
7256,Olentangy St,Powell,Delaware,OH,43065,40.142369,-83.141025
7553,Sawmill Pkwy,Powell,Delaware,OH,43065,40.205648,-83.008591
5567,Village Way,Powell,Delaware,OH,43065,40.229447,-83.150431
8381,Village Way,Powell,Delaware,OH,43065,40.151658,-83.067426
1438,Sawmill Pkwy,Powell,Delaware,OH,43065,40.15946,-83.13947
8740,Liberty St,Powell,Delaware,OH,43065,40.083701,-83.008398
3077,Olentangy St,Powell,Delaware,OH,43065,40.093022,-83.007791
4841,Sawmill Pkwy,Powell,Delaware,OH,43065,40.20343,-83.134785
8229,Liberty St,Powell,Delaware,OH,43065,40.234853,-83.153693
8980,Olentangy St,Powell,Delaware,OH,43065,40.080996,-83.016586
2632,Liberty St,Powell,Delaware,OH,43065,40.226821,-83.12247
3424,State St,Sunbury,Delaware,OH,43074,40.275755,-82.831684
7866,Granville St,Sunbury,Delaware,OH,43074,40.237001,-82.886092
6534,Vernon St,Sunbury,Delaware,OH,43074,40.269643,-82.862639
8451,Columbus St,Sunbury,Delaware,OH,43074,40.294438,-82.818002
5582,Granville St,Sunbury,Delaware,OH,43074,40.264268,-82.842887
9716,Columbus St,Sunbury,Delaware,OH,43074,40.271878,-82.896478
5490,Vernon St,Sunbury,Delaware,OH,43074,40.261448,-82.849315
1238,Columbus St,Sunbury,Delaware,OH,43074,40.252967,-82.91383
4423,Columbus St,Sunbury,Delaware,OH,43074,40.249493,-82.925468
7857,Granville St,Sunbury,Delaware,OH,43074,40.286725,-82.855947
1761,Vernon St,Sunbury,Delaware,OH,43074,40.242098,-82.796716
4009,State St,Sunbury,Delaware,OH,43074,40.270226,-82.900216
2281,State St,Sunbury,Delaware,OH,43074,40.268195,-82.793634
6193,State St,Sunbury,Delaware,OH,43074,40.244489,-82.851348
1577,State St,Sunbury,Delaware,OH,43074,40.230936,-82.894191
6296,Columbus St,Sunbury,Delaware,OH,43074,40.228257,-82.84889
4870,Granville St,Sunbury,Delaware,OH,43074,40.194471,-82.831696
3807,Granville St,Sunbury,Delaware,OH,43074,40.278917,-82.791602
8022,Columbus St,Sunbury,Delaware,OH,43074,40.261336,-82.918045
3582,Columbus St,Sunbury,Delaware,OH,43074,40.206169,-82.92536
4246,Vernon St,Sunbury,Delaware,OH,43074,40.174273,-82.785074
2820,Columbus St,Sunbury,Delaware,OH,43074,40.194424,-82.84207
4153,Granville St,Sunbury,Delaware,OH,43074,40.212043,-82.87374
6622,State St,Sunbury,Delaware,OH,43074,40.260094,-82.856439
9019,Vernon St,Sunbury,Delaware,OH,43074,40.30946,-82.835916
5544,Vernon St,Sunbury,Delaware,OH,43074,40.257786,-82.879804
1624,State St,Sunbury,Delaware,OH,43074,40.23913,-82.880658
8473,Vernon St,Sunbury,Delaware,OH,43074,40.1749,-82.820296
9591,Columbus St,Sunbury,Delaware,OH,43074,40.302705,-82.928553
9753,Granville St,Sunbury,Delaware,OH,43074,40.255128,-82.805414
6210,Vernon St,Sunbury,Delaware,OH,43074,40.20909,-82.917197
3305,Vernon St,Sunbury,Delaware,OH,43074,40.231451,-82.930735
6069,Columbus St,Sunbury,Delaware,OH,43074,40.242125,-82.86292
5901,Columbus St,Sunbury,Delaware,OH,43074,40.171763,-82.906149
3539,Vernon St,Sunbury,Delaware,OH,43074,40.30663,-82.790673
9555,State St,Sunbury,Delaware,OH,43074,40.1697,-82.917661
5139,Vernon St,Sunbury,Delaware,OH,43074,40.239866,-82.894772
8378,Granville St,Sunbury,Delaware,OH,43074,40.289888,-82.833845
4714,Vernon St,Sunbury,Delaware,OH,43074,40.244675,-82.783166
5635,Granville St,Sunbury,Delaware,OH,43074,40.20861,-82.824781
1885,Columbus St,Sunbury,Delaware,OH,43074,40.19982,-82.83676
3101,Vernon St,Sunbury,Delaware,OH,43074,40.192405,-82.782864
6526,Vernon St,Sunbury,Delaware,OH,43074,40.194123,-82.818652
4220,Columbus St,Sunbury,Delaware,OH,43074,40.260669,-82.838794
3551,Granville St,Sunbury,Delaware,OH,43074,40.244378,-82.82484
8144,Vernon St,Sunbury,Delaware,OH,43074,40.185167,-82.869331
3070,Columbus St,Sunbury,Delaware,OH,43074,40.263525,-82.862159
8441,State St,Sunbury,Delaware,OH,43074,40.223082,-82.829031
766,Vernon St,Sunbury,Delaware,OH,43074,40.168711,-82.839729
4387,Granville St,Sunbury,Delaware,OH,43074,40.266734,-82.907569
964,Vernon St,Sunbury,Delaware,OH,43074,40.289114,-82.837778
9890,Granville St,Sunbury,Delaware,OH,43074,40.203941,-82.904851
2467,Vernon St,Sunbury,Delaware,OH,43074,40.207135,-82.783981
8498,State St,Sunbury,Delaware,OH,43074,40.164283,-82.831072
8384,Columbus St,Sunbury,Delaware,OH,43074,40.184176,-82.838977
2760,Vernon St,Sunbury,Delaware,OH,43074,40.319968,-82.792428
9250,Vernon St,Sunbury,Delaware,OH,43074,40.24591,-82.839413
607,Columbus St,Sunbury,Delaware,OH,43074,40.187069,-82.865122
7918,State St,Sunbury,Delaware,OH,43074,40.18504,-82.804184
5147,Granville St,Sunbury,Delaware,OH,43074,40.186774,-82.812586
7606,State St,Sunbury,Delaware,OH,43074,40.205444,-82.87085
7581,Granville St,Sunbury,Delaware,OH,43074,40.211414,-82.862645
7800,Columbus St,Sunbury,Delaware,OH,43074,40.226563,-82.933281
3015,State St,Sunbury,Delaware,OH,43074,40.295258,-82.796002
8835,Columbus St,Sunbury,Delaware,OH,43074,40.299217,-82.843264
5224,Vernon St,Sunbury,Delaware,OH,43074,40.315113,-82.821168
2289,State St,Sunbury,Delaware,OH,43074,40.280048,-82.853217
896,State St,Sunbury,Delaware,OH,43074,40.316505,-82.852148
7866,Vernon St,Sunbury,Delaware,OH,43074,40.267631,-82.887887
4260,State St,Sunbury,Delaware,OH,43074,40.176124,-82.800073
9315,Granville St,Sunbury,Delaware,OH,43074,40.221192,-82.780734
5388,Vernon St,Sunbury,Delaware,OH,43074,40.313629,-82.868036
