number,street,city,county,state,postcode,latitude,longitude
2667,Henderson Rd,Columbus,Franklin,OH,43230,39.90628,-83.008495
3467,State St,Columbus,Franklin,OH,43081,39.920229,-83.050509
1546,Grant Ave,Columbus,Franklin,OH,43206,39.991111,-82.975095
2127,High St,Columbus,Franklin,OH,43054,39.924188,-83.024767
7311,Grant Ave,Columbus,Franklin,OH,43207,39.992553,-83.013239
2710,Bethel Rd,Columbus,Franklin,OH,43219,40.029486,-82.954076
1091,Spring St,Columbus,Franklin,OH,43054,39.96652,-83.055735
4684,Bethel Rd,Columbus,Franklin,OH,43229,39.890919,-82.934573
9773,Broad St,Columbus,Franklin,OH,43201,40.027267,-83.019731
7297,Spring St,Columbus,Franklin,OH,43231,39.974908,-83.062024
6405,Spring St,Columbus,Franklin,OH,43085,39.912836,-82.972656
9858,State St,Columbus,Franklin,OH,43210,39.956493,-83.02425
3356,Gay St,Columbus,Franklin,OH,43210,39.930354,-82.979709
8484,Long St,Columbus,Franklin,OH,43222,39.898074,-83.068613
1988,Livingston Ave,Columbus,Franklin,OH,43211,39.988903,-83.056553
4689,Main St,Columbus,Franklin,OH,43223,39.990482,-82.989522
4761,Rich St,Columbus,Franklin,OH,43212,39.899209,-82.977504
6193,Cleveland Ave,Columbus,Franklin,OH,43215,39.889518,-83.073266
1962,Broad St,Columbus,Franklin,OH,43203,39.96107,-82.977935
5183,Main St,Columbus,Franklin,OH,43212,39.883983,-82.959436
1887,Rich St,Columbus,Franklin,OH,43224,40.015755,-82.987014
9952,Gay St,Columbus,Franklin,OH,43054,39.928752,-82.938795
2139,Town St,Columbus,Franklin,OH,43119,39.964454,-82.927257
357,Gay St,Columbus,Franklin,OH,43224,39.985729,-83.017017
7937,Broad St,Columbus,Franklin,OH,43227,39.909193,-82.951205
195,Henderson Rd,Columbus,Franklin,OH,43207,39.991663,-82.979028
7781,Henderson Rd,Columbus,Franklin,OH,43203,39.935752,-82.977789
4896,Park St,Columbus,Franklin,OH,43230,39.909534,-82.952249
3634,Park St,Columbus,Franklin,OH,43082,39.88658,-83.032571
5561,Livingston Ave,Columbus,Franklin,OH,43221,40.024853,-83.027206
4193,Town St,Columbus,Franklin,OH,43004,39.889841,-82.943701
4004,Cleveland Ave,Columbus,Franklin,OH,43210,39.915504,-83.069269
9900,High St,Columbus,Franklin,OH,43229,39.881298,-83.020553
928,Broad St,Columbus,Franklin,OH,43204,39.954728,-82.980878
5426,Cleveland Ave,Columbus,Franklin,OH,43207,40.033234,-83.010257
4060,Town St,Columbus,Franklin,OH,43202,39.899525,-82.979642
2727,Morse Rd,Columbus,Franklin,OH,43004,39.972045,-82.97695
4557,Broad St,Columbus,Franklin,OH,43224,39.906918,-83.005316
805,Morse Rd,Columbus,Franklin,OH,43222,39.900026,-82.930604
3700,Gay St,Columbus,Franklin,OH,43230,39.991434,-83.034025
2628,Long St,Columbus,Franklin,OH,43217,39.976347,-82.945473
7686,State St,Columbus,Franklin,OH,43221,39.899313,-82.954975
7071,Summit St,Columbus,Franklin,OH,43123,40.012566,-82.958104
1959,Henderson Rd,Columbus,Franklin,OH,43224,39.962697,-82.924551
301,Rich St,Columbus,Franklin,OH,43227,40.003115,-82.987302
9989,Gay St,Columbus,Franklin,OH,43123,39.901233,-82.932804
6105,Broad St,Columbus,Franklin,OH,43123,39.959253,-83.074098
5348,Broad St,Columbus,Franklin,OH,43217,39.889746,-82.954976
8137,Livingston Ave,Columbus,Franklin,OH,43205,40.023594,-82.959483
3372,Park St,Columbus,Franklin,OH,43217,39.957014,-82.989118
3017,Town St,Columbus,Franklin,OH,43227,39.924891,-83.012852
5626,Long St,Columbus,Franklin,OH,43220,39.989794,-82.945595
5314,Livingston Ave,Columbus,Franklin,OH,43211,39.894884,-83.064214
1731,Morse Rd,Columbus,Franklin,OH,43085,39.999057,-82.940972
4709,Cleveland Ave,Columbus,Franklin,OH,43223,39.989641,-82.938645
8740,Livingston Ave,Columbus,Franklin,OH,43210,39.897051,-83.072339
5642,High St,Columbus,Franklin,OH,43235,39.950547,-83.059856
3366,Broad St,Columbus,Franklin,OH,43203,40.032151,-83.02277
8155,State St,Columbus,Franklin,OH,43203,39.966877,-82.973351
5840,Long St,Columbus,Franklin,OH,43004,39.890451,-82.927232
3644,Long St,Columbus,Franklin,OH,43224,39.947872,-82.990854
1104,Morse Rd,Columbus,Franklin,OH,43210,39.992413,-83.036568
8422,Cleveland Ave,Columbus,Franklin,OH,43212,39.920677,-82.965456
7716,Long St,Columbus,Franklin,OH,43235,39.919594,-83.078611
9218,Park St,Columbus,Franklin,OH,43085,39.973138,-82.949252
2827,Morse Rd,Columbus,Franklin,OH,43026,39.887893,-82.994272
312,Livingston Ave,Columbus,Franklin,OH,43231,40.019919,-83.049969
6605,Broad St,Columbus,Franklin,OH,43081,39.95015,-82.958147
8360,Broad St,Columbus,Franklin,OH,43224,39.932791,-83.035224
2542,Town St,Columbus,Franklin,OH,43210,39.979904,-83.076729
8937,Bethel Rd,Columbus,Franklin,OH,43230,40.009399,-82.921923
3742,Main St,Columbus,Franklin,OH,43213,39.943762,-82.955428
683,Cleveland Ave,Columbus,Franklin,OH,43213,39.942561,-82.993
8430,Gay St,Columbus,Franklin,OH,43204,39.987398,-82.973686
5350,Morse Rd,Columbus,Franklin,OH,43209,39.925172,-82.960604
6101,State St,Columbus,Franklin,OH,43222,39.983317,-82.962146
2422,Morse Rd,Columbus,Franklin,OH,43220,39.948082,-82.927589
3008,Bethel Rd,Columbus,Franklin,OH,43203,40.027985,-82.96782
7794,Park St,Columbus,Franklin,OH,43211,40.000862,-82.936675
6763,Gay St,Columbus,Franklin,OH,43205,40.013529,-82.971616
7972,Summit St,Columbus,Franklin,OH,43227,39.924585,-83.000104
1858,Broad St,Columbus,Franklin,OH,43231,39.940802,-82.995936
4456,High St,Columbus,Franklin,OH,43081,40.010337,-83.036756
7069,Gay St,Columbus,Franklin,OH,43206,40.039924,-83.044561
2322,Summit St,Columbus,Franklin,OH,43223,39.930212,-82.996808
4192,Henderson Rd,Columbus,Franklin,OH,43217,39.891501,-82.919968
2160,Main St,Columbus,Franklin,OH,43215,39.903822,-83.001104
8550,Spring St,Columbus,Franklin,OH,43220,39.895855,-83.021045
3950,Bethel Rd,Columbus,Franklin,OH,43026,39.954791,-83.066681
4766,Cleveland Ave,Columbus,Franklin,OH,43054,39.998716,-82.949773
7093,Morse Rd,Columbus,Franklin,OH,43229,39.957551,-83.003923
3067,Cleveland Ave,Columbus,Franklin,OH,43082,39.993321,-83.051408
6705,Town St,Columbus,Franklin,OH,43224,40.018607,-82.94813
3387,Morse Rd,Columbus,Franklin,OH,43221,40.02127,-82.963284
6159,Long St,Columbus,Franklin,OH,43231,39.955072,-83.06226
1116,Henderson Rd,Columbus,Franklin,OH,43221,39.943967,-82.923743
6990,Henderson Rd,Columbus,Franklin,OH,43201,39.971413,-83.021674
8820,Park St,Columbus,Franklin,OH,43227,39.973173,-83.03199
6531,Park St,Columbus,Franklin,OH,43213,39.929343,-82.953227
5342,Park St,Columbus,Franklin,OH,43004,40.033943,-83.045221
1520,Rich St,Columbus,Franklin,OH,43229,40.031074,-82.984627
4240,Rich St,Columbus,Franklin,OH,43214,39.983707,-82.9929
4703,Main St,Columbus,Franklin,OH,43203,39.995877,-82.982538
6902,Town St,Columbus,Franklin,OH,43026,39.955771,-83.05623
6226,Rich St,Columbus,Franklin,OH,43229,39.913526,-83.050251
4406,Cleveland Ave,Columbus,Franklin,OH,43214,39.945627,-83.048387
4531,Spring St,Columbus,Franklin,OH,43217,39.910368,-82.956238
8193,State St,Columbus,Franklin,OH,43085,39.988587,-82.996956
445,Park St,Columbus,Franklin,OH,43209,39.883425,-83.065059
3685,Town St,Columbus,Franklin,OH,43217,39.959184,-82.959946
9949,Bethel Rd,Columbus,Franklin,OH,43204,39.939939,-82.924112
493,Cleveland Ave,Columbus,Franklin,OH,43119,39.8843,-82.969732
3842,Bethel Rd,Columbus,Franklin,OH,43215,39.951122,-82.93811
1201,Broad St,Columbus,Franklin,OH,43204,39.990557,-82.932171
2948,Gay St,Columbus,Franklin,OH,43219,39.983711,-82.997429
7254,Livingston Ave,Columbus,Franklin,OH,43230,39.999137,-82.943385
2776,Gay St,Columbus,Franklin,OH,43235,40.004271,-82.978813
8163,Town St,Columbus,Franklin,OH,43085,39.932367,-83.011373
4336,Livingston Ave,Columbus,Franklin,OH,43205,39.948608,-82.931271
9928,Morse Rd,Columbus,Franklin,OH,43220,39.943193,-83.072681
5048,High St,Columbus,Franklin,OH,43085,40.011116,-83.014679
5776,Livingston Ave,Columbus,Franklin,OH,43235,39.89818,-83.071638
2553,Town St,Columbus,Franklin,OH,43230,40.02289,-83.07197
747,State St,Columbus,Franklin,OH,43219,39.900269,-83.05014
4740,Morse Rd,Columbus,Franklin,OH,43210,39.912802,-82.999238
4048,Rich St,Columbus,Franklin,OH,43229,39.955165,-82.970088
2053,Town St,Columbus,Franklin,OH,43085,39.910874,-83.058098
1810,State St,Columbus,Franklin,OH,43231,39.972335,-82.97721
6091,Park St,Columbus,Franklin,OH,43213,39.90374,-83.074799
7611,Gay St,Columbus,Franklin,OH,43119,39.930116,-82.996661
7894,Town St,Columbus,Franklin,OH,43201,39.969988,-83.057931
984,Bethel Rd,Columbus,Franklin,OH,43210,39.962949,-83.061831
5603,Gay St,Columbus,Franklin,OH,43227,39.88956,-83.045293
759,Town St,Columbus,Franklin,OH,43222,40.027942,-83.068547
9263,Morse Rd,Columbus,Franklin,OH,43206,39.998187,-82.934284
5627,Long St,Columbus,Franklin,OH,43209,40.040745,-83.0711
8067,Grant Ave,Columbus,Franklin,OH,43204,40.02657,-82.953055
6747,Town St,Columbus,Franklin,OH,43209,39.954279,-82.951131
466,Cleveland Ave,Columbus,Franklin,OH,43219,39.946926,-82.949174
2989,Broad St,Columbus,Franklin,OH,43203,39.983446,-82.952408
1484,Park St,Columbus,Franklin,OH,43235,39.906815,-83.051646
8466,Cleveland Ave,Columbus,Franklin,OH,43203,40.025073,-82.927884
1480,Cleveland Ave,Columbus,Franklin,OH,43004,40.016686,-82.95723
7327,Rich St,Columbus,Franklin,OH,43119,40.038878,-82.942844
9293,Broad St,Columbus,Franklin,OH,43223,39.97615,-83.060186
6686,Morse Rd,Columbus,Franklin,OH,43205,39.913409,-82.933351
5672,Town St,Columbus,Franklin,OH,43221,40.013607,-83.01295
7856,Main St,Columbus,Franklin,OH,43220,40.010548,-82.969434
383,Long St,Columbus,Franklin,OH,43206,40.002995,-82.962744
332,Grant Ave,Columbus,Franklin,OH,43207,39.92989,-82.948551
4313,Park St,Columbus,Franklin,OH,43123,40.027431,-83.024334
6305,Summit St,Columbus,Franklin,OH,43221,39.964655,-83.001697
7763,State St,Columbus,Franklin,OH,43085,39.906698,-83.072794
4230,Summit St,Columbus,Franklin,OH,43204,39.970561,-83.076456
3331,Cleveland Ave,Columbus,Franklin,OH,43213,39.883431,-83.016758
5133,Bethel Rd,Columbus,Franklin,OH,43224,39.907979,-83.054621
4788,Livingston Ave,Columbus,Franklin,OH,43203,40.016645,-82.937281
5989,Livingston Ave,Columbus,Franklin,OH,43230,39.900458,-82.953016
5060,Rich St,Columbus,Franklin,OH,43230,39.895904,-82.925449
9354,Grant Ave,Columbus,Franklin,OH,43203,39.948819,-83.061656
3339,Park St,Columbus,Franklin,OH,43230,40.002801,-83.03088
1061,Bethel Rd,Columbus,Franklin,OH,43232,40.021372,-82.960634
7609,Park St,Columbus,Franklin,OH,43213,39.904526,-83.04115
5327,Henderson Rd,Columbus,Franklin,OH,43227,39.987627,-82.995074
252,Park St,Columbus,Franklin,OH,43201,40.035052,-83.05098
7126,Cleveland Ave,Columbus,Franklin,OH,43210,39.985148,-83.073766
3893,Broad St,Columbus,Franklin,OH,43081,39.988721,-82.969966
6372,Morse Rd,Columbus,Franklin,OH,43209,40.008769,-82.923273
2058,Morse Rd,Columbus,Franklin,OH,43209,39.996222,-82.998798
8400,Henderson Rd,Columbus,Franklin,OH,43119,39.99073,-83.044369
6542,Livingston Ave,Columbus,Franklin,OH,43211,40.023451,-83.001949
8140,Town St,Columbus,Franklin,OH,43217,40.003123,-83.013627
2941,Main St,Columbus,Franklin,OH,43054,40.021623,-82.932702
2822,Summit St,Columbus,Franklin,OH,43224,39.951782,-82.976732
8269,Cleveland Ave,Columbus,Franklin,OH,43213,39.98222,-83.077778
6592,Park St,Columbus,Franklin,OH,43026,39.952633,-82.940776
2142,Livingston Ave,Columbus,Franklin,OH,43203,39.958542,-83.060774
7064,Morse Rd,Columbus,Franklin,OH,43085,39.881747,-82.943361
3088,Town St,Columbus,Franklin,OH,43213,39.962632,-83.008233
1659,Main St,Columbus,Franklin,OH,43209,40.001352,-83.020757
7038,Town St,Columbus,Franklin,OH,43206,39.956822,-82.959131
2824,Long St,Columbus,Franklin,OH,43026,40.015211,-83.056331
4576,Spring St,Columbus,Franklin,OH,43213,39.998302,-83.013688
9005,Spring St,Columbus,Franklin,OH,43222,39.925743,-83.048828
7874,Long St,Columbus,Franklin,OH,43206,40.004268,-82.993591
2309,Cleveland Ave,Columbus,Franklin,OH,43220,39.980782,-83.029933
7427,Park St,Columbus,Franklin,OH,43232,39.978826,-83.070795
375,Park St,Columbus,Franklin,OH,43224,39.955876,-83.074102
7461,Rich St,Columbus,Franklin,OH,43231,39.900505,-83.007636
8524,Rich St,Columbus,Franklin,OH,43204,39.98413,-82.945908
6904,State St,Columbus,Franklin,OH,43209,39.940806,-83.037334
9351,Cleveland Ave,Columbus,Franklin,OH,43213,40.03885,-83.038823
5206,Broad St,Columbus,Franklin,OH,43219,39.97642,-83.064323
2207,Long St,Columbus,Franklin,OH,43213,39.978843,-82.996878
2470,Gay St,Columbus,Franklin,OH,43206,39.954931,-83.060719
9729,Morse Rd,Columbus,Franklin,OH,43081,39.90948,-82.972825
1200,Henderson Rd,Columbus,Franklin,OH,43214,39.93144,-83.024821
9981,Main St,Columbus,Franklin,OH,43221,40.039249,-82.926888
4379,Rich St,Columbus,Franklin,OH,43206,40.007358,-83.042
8873,State St,Columbus,Franklin,OH,43221,39.930998,-82.980637
435,Gay St,Columbus,Franklin,OH,43201,39.976382,-82.971674
586,Morse Rd,Columbus,Franklin,OH,43214,39.997649,-83.027038
6730,Henderson Rd,Columbus,Franklin,OH,43081,40.002923,-82.925602
7276,High St,Columbus,Franklin,OH,43211,39.976753,-83.069811
1495,Summit St,Columbus,Franklin,OH,43082,39.994203,-82.984246
1903,Rich St,Columbus,Franklin,OH,43221,39.978185,-82.95584
5633,Livingston Ave,Columbus,Franklin,OH,43123,39.887876,-83.004462
5001,Morse Rd,Columbus,Franklin,OH,43212,39.897788,-83.044899
4817,Town St,Columbus,Franklin,OH,43203,40.040976,-82.970845
6941,Broad St,Columbus,Franklin,OH,43202,39.912078,-82.949774
9260,Main St,Columbus,Franklin,OH,43222,39.987895,-82.940188
8121,Cleveland Ave,Columbus,Franklin,OH,43209,39.959603,-82.936395
8508,High St,Columbus,Franklin,OH,43085,39.956791,-82.972536
5538,Gay St,Columbus,Franklin,OH,43221,39.972926,-83.038697
2237,Grant Ave,Columbus,Franklin,OH,43224,39.99615,-83.059169
9255,Grant Ave,Columbus,Franklin,OH,43026,39.906138,-83.060878
7140,Summit St,Columbus,Franklin,OH,43231,39.920368,-83.07837
3212,Town St,Columbus,Franklin,OH,43202,39.989408,-83.031339
8943,Bethel Rd,Columbus,Franklin,OH,43222,39.90922,-83.006259
7460,Park St,Columbus,Franklin,OH,43229,39.959675,-83.014259
6612,Rich St,Columbus,Franklin,OH,43212,39.973993,-83.017649
614,Long St,Columbus,Franklin,OH,43119,39.883785,-83.06606
2522,Bethel Rd,Columbus,Franklin,OH,43213,40.026284,-82.951452
6652,Spring St,Columbus,Franklin,OH,43123,40.008679,-82.925651
7537,Rich St,Columbus,Franklin,OH,43085,40.031513,-83.014851
5668,Long St,Columbus,Franklin,OH,43209,40.029773,-83.071906
100,High St,Columbus,Franklin,OH,43219,39.978346,-83.020661
8717,Morse Rd,Columbus,Franklin,OH,43026,39.982211,-83.055873
8519,Long St,Columbus,Franklin,OH,43202,40.033507,-83.023508
7240,Grant Ave,Columbus,Franklin,OH,43119,39.892085,-82.949906
1103,Long St,Columbus,Franklin,OH,43201,39.999124,-83.053272
4343,Morse Rd,Columbus,Franklin,OH,43026,39.887266,-82.957563
329,Bethel Rd,Columbus,Franklin,OH,43214,39.90576,-83.045508
8468,Broad St,Columbus,Franklin,OH,43235,39.95339,-82.926755
1128,Henderson Rd,Columbus,Franklin,OH,43231,39.952351,-82.957918
4023,Gay St,Columbus,Franklin,OH,43201,40.000552,-83.020451
677,Main St,Columbus,Franklin,OH,43227,39.903073,-83.06834
5714,Livingston Ave,Columbus,Franklin,OH,43224,39.942311,-82.949848
6062,Livingston Ave,Columbus,Franklin,OH,43215,39.988016,-83.067244
6244,High St,Columbus,Franklin,OH,43219,39.925312,-82.938991
1754,Park St,Columbus,Franklin,OH,43213,40.010161,-83.031768
9060,Livingston Ave,Columbus,Franklin,OH,43206,39.986042,-83.066337
1088,Morse Rd,Columbus,Franklin,OH,43204,39.88267,-83.002587
2294,Long St,Columbus,Franklin,OH,43082,39.932309,-82.929828
9738,Spring St,Columbus,Franklin,OH,43223,39.917202,-83.007998
3403,Morse Rd,Columbus,Franklin,OH,43004,40.015102,-83.040677
7631,State St,Columbus,Franklin,OH,43081,39.990946,-83.011256
3425,Henderson Rd,Columbus,Franklin,OH,43026,39.909372,-82.981596
8353,State St,Columbus,Franklin,OH,43224,40.030817,-82.994638
9197,Town St,Columbus,Franklin,OH,43082,39.882022,-83.030373
724,Broad St,Columbus,Franklin,OH,43026,39.985414,-82.934749
6832,Livingston Ave,Columbus,Franklin,OH,43085,39.925006,-82.982145
554,Grant Ave,Columbus,Franklin,OH,43219,39.993522,-83.043265
1679,Park St,Columbus,Franklin,OH,43209,40.0171,-82.96251
7329,State St,Columbus,Franklin,OH,43229,39.933627,-83.076622
8417,Cleveland Ave,Columbus,Franklin,OH,43206,39.937962,-82.965181
1036,State St,Columbus,Franklin,OH,43221,39.909642,-82.935392
4508,Broad St,Columbus,Franklin,OH,43220,40.021691,-82.942168
9363,Broad St,Columbus,Franklin,OH,43221,39.914438,-83.002406
2557,Long St,Columbus,Franklin,OH,43212,39.994001,-83.051322
1630,Grant Ave,Columbus,Franklin,OH,43222,39.932329,-82.9381
1025,Park St,Columbus,Franklin,OH,43085,39.901223,-83.072035
6980,Rich St,Columbus,Franklin,OH,43235,39.902679,-83.078346
1848,Long St,Columbus,Franklin,OH,43206,39.899496,-83.077498
9521,Grant Ave,Columbus,Franklin,OH,43210,39.929849,-83.038388
7097,Livingston Ave,Columbus,Franklin,OH,43222,39.967215,-82.940268
1225,Rich St,Columbus,Franklin,OH,43209,39.894911,-83.068258
6520,High St,Columbus,Franklin,OH,43229,39.895996,-82.965774
6887,Morse Rd,Columbus,Franklin,OH,43119,39.907438,-83.022144
8369,Town St,Columbus,Franklin,OH,43215,39.890406,-82.941842
8307,Livingston Ave,Columbus,Franklin,OH,43085,39.924387,-82.950077
5315,Henderson Rd,Columbus,Franklin,OH,43202,39.892612,-83.029128
